pathway_id,pathway_name,source,description,organism
ecocyc.GLUCARDEG-PWY,D-glucarate degradation I,EcoCyc,"E. coli can use both diacid sugars D-glucarate and galactarate as the sole source of carbon for growth. The initial step in the degradation of D-glucarate is its dehydration to 5-keto-4-deoxy-D-glucarate by GLUCARDEHYDRA-MONOMER. The subsequent steps in this pathway, cleavage of 5-keto-4-deoxy-D-glucarate into pyruvate and tartronate semialdehyde by CPLX0-7615, reduction of tartronate semialdehyde to D-glycerate by TSA-REDUCT-MONOMER, and phosphorylation of D-glycerate to form 2-phosphoglycerate by GKI-MONOMER, are shared with the GALACTARDEG-PWY pathway. Review: Mandrand-Berthelot, M.-A., Condemine, G., and Hugouvieux-Cotte-Pattat, N., EcoSal Module 3.4.2",Escherichia coli K-12 MG1655
ecocyc.PWY-5347,superpathway of L-methionine biosynthesis (transsulfuration),EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.PWY-6611,adenine and adenosine salvage V,EcoCyc,"General Background Adenosine nucleotides can be synthesized either de novo, or by recycling of the free base adenine and the ribonucleoside adenosine. In the de novo route AMP is synthesized via IMP and adenylo-succinate, which is converted to AMP by the action of ASL-MONOMER (see PWY-6126). Note that adenine and adenosine are not produced via the de novo pathway. However, the distinction between nucleoside degradation and recycling via salvage pathways is not always straightforward. Salvage pathways start with the nucleoside or free base forms and lead to the formation of the nucleotide forms. Degradation pathways usually start with the nucleotide form and end with compounds such as urate, that may lead to production of energy and provision of nitrogen and carbon. Many organisms including E. coli can recycle adenosine nucleotides by a combination of degradation and salvage pathways. In E. coli the degradation pathways are responsible for the conversion of nucleotides (AMP) to nucleosi",Escherichia coli K-12 MG1655
ecocyc.PWY-5964,guanylyl molybdenum cofactor biosynthesis,EcoCyc,"The transition element molybdenum (Mo) has been long known as an essential micronutrient across the kingdoms of plants, animals, fungi and bacteria. However, molybdate itself is catalytically inactive and, with the exception of bacterial nitrogenase, needs to be activated through complexation by a special cofactor. There are several molybdenum cofactors, including CPD-4 (MPT), CPD-582 (MGD), CPD-23445, or others . The chemical nature and biosynthesis of molybdenum cofactors have been investigated in detail in bacteria and plants . All of the cofactors are synthesized from CPD-4 (MPT). The MPT structure is conserved in all organisms and it has been demonstrated that its biosynthesis is preserved in bacteria and plants alike. It is produced from GTP via PRECURSOR-Z (see PWY-6823). The variability of the molybdenum cofactors found in bacteria is achieved by the attachment of GMP, AMP, IMP, or CMP to the phosphate group of MPT. In TAX-562, both CPD-582 and CPD-23445 are present. EG11829-MO",Escherichia coli K-12 MG1655
ecocyc.ASPARTATESYN-PWY,L-aspartate biosynthesis,EcoCyc,"Aspartate is synthesized from and degraded to oxaloacetate, an intermediate of the TCA cycle, by a transamination reaction with glutamate. As shown here, AspC is the principal transaminase that catalyzes this reaction, but TyrB also catalyzes it. Null mutations in aspC do not confer aspartate auxotrophy; null mutations in both aspC and tyrB do. Aspartate is a constituent of proteins and participates in several other biosyntheses as shown here. Approximately 27 percent of the cell's nitrogen flows through aspartate. Review: Reitzer, L. (2004) ""Biosynthesis of Glutamate, Aspartate, Asparagine, L-Alanine, and D-Alanine."" EcoSal 3.6.1.3 ;",Escherichia coli K-12 MG1655
ecocyc.OANTIGEN-PWY,O-antigen building blocks biosynthesis (E. coli),EcoCyc,"Lipopolysaccharide (LPS), a major outer membrane component, is composed of three domains: Lipid A; the core, which is an oligosaccharide consisting of an inner and outer region; and a distal repeating unit known as O-antigen. E. coli K-12 is capable of producing an O-antigen when all the rfb genes are intact. The O-antigen is part of the lipopolysaccharide and is attached to the lipid A-core component, which is separately synthesized. The O-antigen is a repeat unit composed of four sugars: glucose, N-acetylglucosamine, galactose and rhamnose. This superpathway depicts the synthesis of three of these sugars. UDP-galactose is transformed from its pyranose form to its furanose form. dTTP glucose-1-phosphate is derivatized to dTDP-rhamnose. Fructose-6-phosphate gains an amino group, incorporates an acetate moiety and then acquires a nucleoside diphosphate resulting in UDP-N-acetyl-D-glucosamine. During formation of the repeat unit, the nucleoside diphosphates are removed. The repeat unit i",Escherichia coli K-12 MG1655
ecocyc.PWY-5162,"2-hydroxypenta-2,4-dienoate degradation",EcoCyc,"E. coli K-12 can metabolize the phenylpropanoid compounds 3-phenylpropionate, trans-cinnamate, and their hydroxylated derivatives as shown in the pathway links . These compounds are catabolized to a central intermediate of aerobic aromatic catabolism, 2-oxopent-4-enoate, which is further catabolized as shown in this pathway. For a complete degradation pathway please see the superpathway PWY0-1277. In this pathway the MhpD hydratase converts 2-oxopent-4-enoate to 4-hydroxy-2-oxopentanoate, which is then cleaved by the aldolase MhpE to acetaldehyde and pyruvate. MhpF is an acetylating acetaldehyde dehydrogenase that produces acetyl-CoA, which enters the TCA cycle. E. coli K-12 can grow on 3-phenylpropionate, 3-(3-hydroxyphenyl)propionate, or 3-hydroxy-trans-cinnamate as sole source of carbon and energy. It cannot grow on trans-cinnamate for unknown reasons, although whole cells can readily oxidize this compound after growth with 3-phenylpropionate . Review:",Escherichia coli K-12 MG1655
ecocyc.PROPIONMET-PWY,propanoyl CoA degradation I,EcoCyc,"Another pathway for metabolism of propionyl-CoA may proceed through acryloyl-CoA and lactoyl-CoA to lactate and pyruvate, but there is little information on it.",Escherichia coli K-12 MG1655
ecocyc.PWY-7562,"3,6-anhydro-α-L-galactopyranose degradation",EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.SAM-PWY,S-adenosyl-L-methionine biosynthesis,EcoCyc,"It has been said that no biological compound functions in as many different types of biological reactions as S-ADENOSYLMETHIONINE (known as SAM or AdoMet). It is probably second only to ATP in the variety of reactions for which it serves as a cofactor. SAM is found in all living organisms, and fulfills three important roles: * In transmethylation, SAM is the principal biological methyl donor. * In transsulfuration, the sulfur atom of the SAM molecule is converted via a series of enzymatic steps to cysteine, a precursor of taurine and glutathione, a major cellular anti-oxidant. * In polyamine biosynthesis, SAM is the donor of aminopropyl groups. The structure of SAM was first elucidated by Cantoni in 1951 . The key to SAM's activity lies in the presence of the high energy sulfonium ion, which activates each of the attached carbons toward nucleophilic attack. In most cases, SAM reacts by transfer of the S-methyl group to a long list of possible acceptors in transmethylation reactions. SA",Escherichia coli K-12 MG1655
ecocyc.PWY-8319,NiFe(CO)(CN)2 cofactor biosynthesis,EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.PWY-7187,pyrimidine deoxyribonucleotides de novo biosynthesis II,EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.PWY-7544,pyruvate to cytochrome bo oxidase electron transfer,EcoCyc,"This pathway is one of three by which pyruvate, largely derived from glycolysis, is cleaved. Under conditions of aerobic growth, most pyruvate is cleaved by the pyruvate dehydrogenase complex [see Pathway: PYRUVDEHYD-PWY] to CO2 and acetyl-CoA. Anaerobically it is cleaved via pyruvate formate lyase (see Pathway: FERMENTATION-PWY). The physiological role of this third (PoxB) route, which yields acetate and CO2, is mysterious because it yields acetate rather than acetyl-CoA and is, therefore, energetically wasteful. However, the pathway does play some useful metabolic role because mutant strains lacking PoxB activity grow more slowly and yield a lesser crop of cells . PoxB expression, under the control of RpoS, is increased as cultures enter stationary phase. Greater quantities of acetate accumulate and the ace (acetate conversion to acetyl-CoA) pathway is induced. Perhaps this pathway functions as a ""safety valve"" to maintain acetyl-CoA at optimum intracellular levels. A respiratory cha",Escherichia coli K-12 MG1655
ecocyc.KDO-LIPASYN-PWY,(Kdo)2-lipid A biosynthesis (E. coli),EcoCyc,"The outer surface of the outer membranes of gram-negative bacteria is made up of lipopolysaccharides (LPS), which are immunogenic glycolipids. LPS consists of the core, lipid A and O-antigen polymer. (KDO)2-lipid A biosynthesis I pathway plays an important role in lipid A biosynthesis. Lipid A is the hydrophobic anchor of LPS and is normally found glycosylated with two 3-deoxy-D-manno-octulosonic acid (KDO) residues. Laurate and myristate residues are incorporated into the distal unit of lipid A. Lauroyl acyltransferase, encoded by lpxL, is a KDO-dependent lauroyltransferase. Myristoyl-acyl carrier protein (ACP)-dependent acyltransferase, encoded by lpxM, functions after laurate has been added to KDO2-lipid IVA.",Escherichia coli K-12 MG1655
ecocyc.GLYCOCAT-PWY,glycogen degradation I,EcoCyc,"General Background In many bacteria including Escherichia coli Glycogens ""glycogen"" is the primary carbon and energy storage compound. Evidence suggests that it may play a role in the long-term survival of the cell. In E. coli glycogen is stored in granules in the cytosol . It is biosynthesized in a highly regulated manner when carbon is plentiful, but other nutrients are limiting (see pathway GLYCOGENSYNTH-PWY). Glycogen is utilized when carbon sources become limiting. The regulation of endogenous glycogen metabolism in E. coli remains incompletely understood and has been the subject of metabolic modeling studies . E. coli genes glgP and glgX are involved in glycogen degradation, whereas glgA, glgB and glgC are involved in glycogen biosynthesis. Earlier studies suggested that the glg genes for glycogen metabolism are clustered into two tandemly arranged operons, glgBX and glgCAP. However, more recent transcription studies in E. coli K-12 demonstrated that genes glgBXCAP are transcribe",Escherichia coli K-12 MG1655
ecocyc.PWY0-1300,2-O-α-mannosyl-D-glycerate degradation,EcoCyc,"2-O-α-Mannosyl-D-glycerate (MG) is an osmolyte utilized by hyperthermophilic archaea and bacteria (see MetaCyc pathway PWY-5656). E. coli is able to utilize MG as a carbon source but not as protection against osmotic stress. MG utilization is controlled by the divergently transcribed mngR gene and mngAB operon. MngR acts as a repressor of the expression both mngR and mngAB. MngA is the EII of a PEP-dependent sugar phosphotransferase system responsible for the uptake and phosphorylation of MG to 2-O-(6-phospho-α-mannosyl)-D-glycerate, which is subsequently converted to mannose-6-phosphate and glycerate by the α-mannosidase MngB. Glycerate can be converted to 2-phosphoglycerate by glycerate kinase I encoded by the garK gene which is also induced when cells are grown in MG.",Escherichia coli K-12 MG1655
ecocyc.PWY-5785,"di-trans,poly-cis-undecaprenyl phosphate biosynthesis",EcoCyc,"General Background Isoprenoids are a large class of compounds that includes sterols, dolichols, triterpenes, ubiquinone, and the prenyl groups attached to some macromolecules. They function in a variety of processes found in eukaryotes and prokaryotes including electron transport, hormone signaling, transcriptional and post-translational regulatory processes, meiosis, apoptosis, protein degradation and the biosynthesis of glycoproteins. They are also structural components of the membranes of cells and organelles. There are two major biosynthetic routes for the essential isoprenoid precursors isopentenyl diphosphate and dimethylallyl diphosphate, the mevalonate pathway and the NONMEVIPP-PWY (non-mevalonate pathway). The mevalonate pathway is found in most eukaryotes, archaea and a few eubacteria. The non-mevalonate pathway is found in eubacteria, the chloroplasts of plants, cyanobacteria, algae and apicomplexan parasites. Escherichia coli and other Gram-negative bacteria utilize the NON",Escherichia coli K-12 MG1655
